21784.43,22067.21,32033.15,31295.55,32085.69,27687.32,42401.22,20940.72,24707.65,24667.77,30474.77,38792.80,26665.14,47154.32,23254.48,33598.57,32243.08,37219.38,47226.93,25669.09,26847.99,29894.97,33496.47,25148.80,31633.06,29857.82,38224.33,29397.50,34534.40,35120.74,44234.77,24800.49,32301.93,32847.04,36814.25,33194.69,37182.83,42282.62,37238.32,35498.55,31344.44,31107.44,45525.07,30136.56,35457.32,34373.25,30145.80,25881.67,32534.24,31395.18,43585.98,40216.77,24171.00,31179.37,38247.54,29866.77,27052.85,38670.15,28945.14,27435.17,36542.62,40369.33,55403.10,39312.37,26753.51,36401.98,28599.49,25109.37,33583.97,35381.90,29245.40,37941.37,33994.84,34468.47,41660.15,36963.26,35837.84,48383.11,33195.49,33651.21,48559.53,38462.13,34291.40,35859.66,44815.06,51532.24,49881.57,39765.93,37797.99,45491.71,59583.63,42771.28,47607.66,55853.30,52219.13,50138.45,48528.16,52660.80,63353.04,66892.23,55690.08,54582.33,52594.58,46485.51,69094.95,61790.72,65138.13,46895.86,57205.35,61176.25,57164.67,67761.37,53481.93,65851.03,58840.89,46029.39,54545.24,57848.54,58789.21,56078.53,60380.26,43463.13,56560.73,57792.50,55938.98,60155.73,66994.82,47354.49,59599.13,79988.31,55569.10,56431.65,41305.42,51684.83,54840.22,44647.61,47362.94,48607.99,49414.35,44133.77,50501.85,52917.36,44637.13,42117.59,41984.37,41724.69,44343.41,44288.25,49297.34,46284.56,44988.76,35668.64,46309.86,47056.39,44738.26,42795.01,41782.58,40155.28,46858.28,41482.01,39709.25,54050.72,45495.17,40094.49,45567.25,46622.89,42110.41,42795.28,47286.22,39209.44,35025.85,38904.47,34590.34,35998.70,52113.49,32865.37,40596.29,46892.90,47590.50,62016.66,49702.68,40489.97,51270.47,54639.60,39036.15,50032.77,54524.45,37342.48,47911.43,51211.27,48357.21,49300.07,44229.75,44071.27,55758.56,45275.10,50368.54,55966.47,50111.92,52208.66,56120.71,46084.31,50883.67,55804.69,51027.91,48653.44,53406.64,46475.79,44919.24,64574.18,52601.48,44667.97,46100.52,53343.17,42669.98,47550.83,51121.42,41851.30,51760.31,39042.93,46771.80,47947.85,53522.59,40735.34,61166.15,60094.93,59991.08,56163.62,56784.82,56218.70
83857.84,81047.02,93468.89,93025.58,83953.83,100282.91,92356.85,92699.65,91682.59,92980.85,69921.89,82477.73,74967.39,92674.05,83907.49,77345.38,81794.07,91768.18,94792.66,90768.98,92607.53,128215.27,111090.17,87541.93,108858.80,112558.85,181377.81,104759.05,99475.50,107092.80,112486.06,103844.96,111918.75,137622.86,118390.97,105332.12,141656.85,119983.14,137724.71,149093.34,121843.16,137340.59,154285.26,130066.57,107046.35,131947.38,113415.50,89125.23,132702.32,102873.68,114272.21,125929.35,98750.11,129290.10,143613.52,101163.12,116055.18,138541.30,116527.30,119162.56,121788.42,117774.24,145810.12,119652.52,114779.66,126373.45,110208.05,95540.14,120237.77,117436.32,114842.75,124439.95,127137.21,126090.45,134939.96,148341.93,118493.65,138548.92,129386.32,128234.68,126198.08,138716.90,147932.54,135444.40,125959.14,145163.93,141378.97,125707.56,131515.36,123622.30,147499.78,136970.43,127195.12,142665.28,149487.22,135053.16,149171.83,138989.14,166303.46,154343.60,156162.46,141765.82,160178.58,133717.03,148238.38,175695.64,162191.04,133108.45,167609.02,166077.92,148670.33,159427.71,152203.37,154036.51,175582.05,134095.50,190229.24,175842.32,150054.63,153089.90,159173.98,156580.80,163119.03,168230.90,148529.32,157321.83,171212.53,120836.91,160256.38,152992.39,171322.27,141312.31,141507.61,144902.37,157435.02,165761.02,155626.00,173877.77,185768.73,172109.25,160656.11,160800.96,169222.54,157572.49,153805.06,163295.02,191029.85,170785.25,159758.62,176852.60,170147.36,150330.55,195369.64,176371.32,177468.21,180247.86,196322.38,196421.34,215051.65,198441.27,212367.68,217891.13,281035.18,184342.92,219184.09,282464.51,260394.78,237901.62,265214.68,230574.90,262571.38,270957.90,274768.27,261156.82,302507.93,216854.40,239432.85,293671.63,235649.41,210060.41,287879.72,269310.39,235222.19,277408.11,221867.16,205560.95,285805.77,211283.65,240397.12,265208.22,244861.33,236713.23,235779.06,224784.77,227861.65,295018.55,235205.98,268010.00,288900.13,187837.60,269122.27,277782.88,256467.82,249681.01,245324.14,255854.82,233886.64,257300.70,230115.99,259506.77,285739.80,249809.21,258207.71,244647.36,185844.36,200288.62,201170.39,171582.77,215196.42,182257.51,234548.71,194931.04,212958.43,209550.36,215847.15,218629.13,230921.36,174362.53,205733.00,188567.08
56809.86,47525.93,59023.15,53378.26,54383.66,69682.97,59205.56,35411.22,56109.16,61383.96,56601.77,52615.57,56261.70,59823.71,55821.40,55801.01,60393.21,76822.67,77268.63,38723.77,66565.26,64951.46,72070.89,54763.24,66435.81,67705.29,89767.95,68506.33,76591.80,98569.18,92115.85,50876.09,89151.47,96360.22,100789.89,63282.91,86745.46,88629.60,109205.59,92663.34,92188.41,103672.30,92137.57,53562.48,80344.12,113875.38,90159.86,64927.31,120103.80,113558.38,107938.18,109120.36,78707.77,113433.68,118202.71,54186.72,112128.68,108367.94,98723.51,82633.93,114126.61,94221.92,116408.46,101002.55,93414.39,113142.25,117466.34,63751.18,100531.08,121333.57,107454.71,92789.60,110354.13,105329.03,107909.16,107199.51,105869.48,123545.12,119559.15,67363.81,118009.99,109348.81,119572.31,101051.74,107843.09,118293.13,119354.27,95630.68,112942.89,125214.32,122487.44,71055.10,106106.08,113291.10,128676.60,101523.00,131446.40,122877.15,128407.38,108183.49,125834.35,134466.86,139117.60,75543.53,120563.48,121172.96,114966.28,80344.46,130584.62,139280.53,108413.82,121506.94,123380.21,141533.33,130020.06,72824.23,119167.83,142732.49,111119.69,102098.54,133331.00,102166.84,113717.62,120816.40,115445.61,118221.39,125646.84,69145.42,112549.95,139910.77,132006.96,111776.71,117690.60,103341.49,102341.46,115799.12,117677.81,119744.28,123199.30,68866.21,107249.78,123567.79,112221.57,93169.07,114913.83,126749.23,107388.41,105203.76,127528.74,123597.33,117105.35,83680.93,131540.96,121644.82,108921.85,111264.84,116550.62,120088.06,127053.81,126841.35,124002.95,137079.40,143451.35,83868.96,126835.87,146178.46,111818.81,110533.83,133909.56,104083.54,110584.97,115353.88,149637.42,111733.30,119304.04,74594.34,106962.75,125117.29,97852.18,96736.47,113078.12,95189.20,119268.76,103599.95,147594.07,150777.82,174677.50,89089.41,163814.31,178839.83,108468.69,119496.58,116199.98,122998.70,227434.38,129262.35,127216.79,116744.36,154029.87,83924.67,147141.23,210922.73,116518.09,129689.88,131708.14,105743.79,137678.56,224752.70,135689.09,145680.50,205652.05,81091.10,153609.75,148467.32,222769.18,137766.57,123767.15,196024.02,219684.67,156077.76,197138.25,160065.33,203816.44,114641.16,154872.73,147716.04,162266.96,165253.50,161865.20,223761.84
66359.02,66216.60,92813.71,83926.38,88362.48,95604.45,88483.74,83389.54,82728.26,101048.14,100487.82,77155.00,91570.71,91256.44,88742.78,64802.73,87468.19,90846.34,85995.61,89691.25,80639.89,110868.46,121111.09,98721.67,92775.20,79894.48,107697.69,88595.75,98617.96,97195.18,119629.10,106956.38,115179.76,130421.96,112917.40,108718.08,108408.80,106577.94,111112.14,101504.66,88590.91,105452.59,130252.62,106971.84,129300.62,118334.05,111831.39,93139.71,117599.35,98669.53,114229.42,105934.49,83284.56,107046.47,114054.64,95127.57,107543.13,122464.49,97294.42,94127.26,114046.65,105136.57,161483.59,114232.38,109130.78,119290.62,103749.59,102299.63,98703.09,128578.10,107780.94,96609.67,107006.98,95567.55,101781.43,102206.57,110325.88,125589.35,99642.40,106220.96,112459.57,115895.12,112584.37,112754.55,110879.87,101622.94,129269.78,102249.14,105546.64,123736.94,110787.62,151528.99,129072.34,130059.74,108027.76,104749.99,116297.55,112389.83,106936.37,89051.70,110786.26,104203.18,122116.38,125014.05,108238.13,117060.30,123837.68,111278.41,105380.86,92452.77,108732.84,114820.44,83742.25,114737.09,101540.99,96416.94,107752.11,101475.62,98715.78,99303.55,115123.99,131960.06,108354.97,108527.43,104362.17,104530.12,93897.93,95008.85,93406.01,92445.72,78917.87,82051.95,82366.61,84876.85,91037.81,81410.37,72045.74,92057.76,88876.35,81591.46,90071.62,95512.62,81852.36,84745.17,85600.00,72105.30,96251.67,79372.36,89915.99,83580.49,85394.08,83332.25,87771.04,72051.28,85479.76,72537.41,76103.45,87755.26,92959.99,87045.96,93494.82,97440.87,102202.18,86828.63,127588.58,110350.51,96300.66,85000.17,90258.24,86856.21,97128.29,99820.00,93430.38,112335.24,97539.85,92567.44,121772.53,102187.12,107652.69,91780.54,116713.28,131388.47,171898.79,187274.64,177187.71,222694.36,249053.27,147672.00,155948.64,124489.30,144924.73,133675.57,118834.99,135505.40,146575.71,143359.54,135032.56,159621.41,165229.48,141281.77,148033.02,163966.85,140974.30,139810.54,135287.45,127797.23,154231.19,156617.34,134688.52,190223.19,163813.08,144372.18,140543.57,128332.71,123875.46,121548.03,118379.05,102432.00,115848.51,140220.82,113845.39,130902.24,139829.18,102750.36,114739.41,119914.30,121000.33,104705.81,113737.62,112540.27
1031.26,1257.79,1031.13,1215.50,1127.52,23495.16,17718.17,19428.63,1707.19,6369.69,9692.13,14873.97,20358.35,22843.54,24844.27,25472.00,20393.24,3934.55,849.87,15078.47,1399.92,1553.99,2539.34,1989.94,1486.89,1036.97,2656.33,2207.93,1360.84,1465.87,3174.16,2432.88,1826.80,1702.21,1904.12,1473.02,3833.40,1805.52,3298.28,2918.13,2438.38,3825.00,3222.27,2538.83,2236.47,11384.07,9761.95,2089.37,4651.27,2509.72,4500.40,4121.34,4892.24,3528.01,6250.21,4528.97,10648.07,4916.77,11485.67,3835.55,5804.13,4281.10,8600.25,12642.33,3257.01,6063.77,8425.89,3632.48,8853.11,6724.06,5098.99,5854.43,5032.43,3705.88,3975.66,9024.66,6179.14,18103.76,4778.66,7890.76,7482.19,11151.69,7241.66,4831.84,11625.82,5227.32,11926.62,5398.06,5362.54,16888.39,11797.73,13037.39,19081.03,7546.32,19111.34,20533.88,11428.71,4595.15,7948.36,14548.54,11594.82,10634.00,14682.28,10846.31,14008.10,12173.79,11556.68,14790.08,18026.16,12273.62,25446.65,20462.01,15854.67,28706.72,30117.58,24924.85,14026.97,18939.74,22909.58,23464.48,24612.77,31742.19,21097.71,18023.10,16930.93,28716.38,21418.31,16181.27,16369.41,22574.69,18870.80,25925.34,15579.47,13006.31,17879.68,65757.84,20557.04,15766.97,19376.20,13123.67,15498.83,12784.25,16829.95,18705.61,15616.80,18421.21,38334.63,18790.22,19933.18,24696.36,14053.15,17165.61,12664.17,18435.97,11710.29,23004.76,27063.64,10104.58,33580.43,21533.06,16151.99,36303.10,30291.59,22591.17,31596.35,25901.43,28837.13,24359.65,20936.21,32649.43,15081.22,33100.96,19357.70,38196.85,35539.64,23842.70,33220.04,13286.07,15585.41,7520.06,12037.61,9832.04,19442.07,19606.73,10858.08,13165.16,21768.11,13966.70,23531.33,15773.36,18594.18,23039.29,18989.14,8934.74,21223.81,16630.66,20865.12,24524.08,25429.07,8217.78,17695.19,10841.47,19582.60,26404.48,15388.72,13842.19,23498.75,16411.67,17234.60,21293.53,22301.68,18712.66,17555.00,14048.07,22625.73,17758.46,16867.61,11451.08,17860.07,17837.32,16326.36,19973.44,19874.83,16696.68,15235.50,25021.40,23405.93,15020.54,24645.22,19697.75
3565.78,3819.29,3611.05,4915.53,3342.67,4647.78,3801.75,5083.19,3598.33,5001.42,5554.09,4574.54,5318.94,4648.57,5710.29,5639.92,3648.52,4423.71,7081.45,4649.33,5082.39,5621.67,6250.72,4440.90,5749.95,6398.62,8290.78,7537.83,4954.85,6028.71,16107.61,6935.32,10411.34,13978.95,7576.45,6976.35,8437.59,14363.80,13331.10,14734.82,16632.24,17205.93,15586.86,7839.61,23017.05,16997.24,8584.13,6746.56,18377.28,9620.00,13006.26,20922.94,14299.07,11107.23,18674.83,23682.14,19653.22,13326.25,9649.50,8581.45,17634.01,10253.77,11161.01,7663.35,8919.51,8880.45,14188.97,10097.75,14099.93,13886.43,10238.55,8141.41,11550.65,12715.07,8599.21,11051.33,14309.74,14895.28,16534.39,14670.92,15228.73,13862.45,12537.37,10477.38,11017.59,14688.91,13563.44,13303.73,13501.13,13404.30,13136.90,11979.72,11241.93,11749.00,11903.41,11037.81,15588.67,12190.37,14087.19,15169.85,14566.28,14816.99,14918.35,26042.45,14410.54,12494.53,16230.41,36710.61,11443.49,28549.80,15182.74,29460.74,20972.52,14827.00,21152.51,12810.11,24788.49,28455.18,18884.02,12327.95,26460.44,13555.46,24228.00,27766.07,15318.75,14946.24,10368.53,24389.62,24360.51,11041.09,12463.73,21423.83,19439.19,17115.68,18458.96,12689.38,9546.47,9914.42,12487.99,11982.00,13896.34,12399.63,12608.21,10787.89,13171.72,10237.11,13313.94,11999.30,12389.66,16205.17,17114.25,13846.63,16893.91,12551.18,19648.27,13024.36,20534.12,16912.89,18691.68,17834.04,23789.42,18369.90,19608.49,19663.37,21373.57,18901.80,22751.22,19294.60,32193.67,29117.71,36259.53,27462.20,19833.97,14741.14,13560.99,11889.56,14952.84,12917.52,10549.30,10481.85,16981.22,13323.64,11025.37,15125.35,9808.23,12038.45,12980.03,12813.56,14992.84,13198.83,13576.88,10665.04,15446.28,14729.74,13743.76,15545.17,14535.26,15736.13,18238.64,14814.72,15790.08,14863.12,14379.82,8004.03,16232.79,15349.45,13700.24,22857.47,26553.65,25319.88,23438.58,20418.53,29464.34,25754.47,25345.09,23207.44,31658.00,20266.82,26834.44,23683.19,20805.89,28398.76,22119.12,21051.95,35650.29,31242.04,26792.44,23664.67,23454.70,21883.34
14466.92,11496.28,15437.76,11912.50,8473.75,15970.63,14972.43,8838.78,12253.82,14023.07,13686.13,11890.99,19750.30,13937.45,14374.50,17404.40,15773.33,16496.94,16909.58,12660.52,17496.99,14972.48,15460.79,15381.90,16773.57,16817.83,23351.65,18025.35,21296.58,23290.72,18807.80,17316.90,18351.05,25056.04,22875.49,15362.03,30377.28,24057.79,26497.35,22314.82,23972.98,27032.46,19501.09,14104.07,24813.27,31068.98,21162.96,17545.10,30650.56,24288.07,30501.25,24445.94,21816.27,32738.80,30710.04,17781.49,25617.40,31666.94,29484.46,18996.18,31772.77,23610.41,29621.65,30899.61,28502.43,57904.64,41996.50,17841.03,42262.74,55180.02,39484.01,33402.97,33393.65,31521.32,28471.92,35252.35,33495.50,37152.89,32817.97,13083.21,30371.86,37398.83,28989.34,28204.42,36575.76,28110.99,28444.68,37163.74,29908.38,36239.13,25272.33,21414.02,34550.86,29109.13,33554.30,22631.62,38230.36,31101.30,26406.64,29099.25,32176.98,23123.95,41096.91,30005.35,26036.49,39331.31,31051.14,18718.44,50599.71,32684.35,26394.76,40532.77,26542.77,33211.84,36219.47,23108.44,28276.98,36087.92,37065.68,27219.12,32810.83,33622.81,33450.34,32714.22,25616.74,34956.97,36475.02,20692.15,33421.75,35190.04,46569.12,20115.17,34051.97,21205.36,28169.54,20574.99,22395.54,28704.89,27371.59,23660.39,26061.56,26227.50,31164.33,20275.51,19013.40,16928.41,28024.96,19890.38,19539.09,23510.21,23161.17,12574.63,26928.58,21256.67,19979.23,19816.56,30496.88,24491.25,30275.23,22074.42,22222.72,35382.34,28519.66,15941.54,29784.72,31184.28,23655.58,19380.76,30622.53,17247.26,18983.55,24991.60,28625.92,26441.68,31108.33,19548.15,30584.95,34561.26,24687.69,17182.07,26785.83,22781.11,24365.09,22790.15,25143.46,22418.08,19393.63,20591.66,29195.12,22898.78,23955.01,14905.90,22128.78,20682.08,21984.73,20970.67,24538.69,23023.14,21904.46,11863.63,23057.65,24690.55,23912.85,19865.27,19311.44,16211.35,19484.81,21801.28,17410.91,23178.59,23958.46,14502.70,26060.40,23885.38,24366.41,16181.83,21606.00,14294.19,18640.07,17702.63,16804.62,21259.13,21735.17,13871.59,25159.70,23701.41,19499.59,17170.97,18758.45,14710.97
8635.01,6104.92,9457.25,9653.51,8678.10,11391.15,11774.61,5595.71,10451.95,9759.96,9473.65,7151.70,10030.72,8577.20,12347.41,9565.26,9150.85,11161.24,8837.43,8651.92,8063.78,11149.01,8381.71,10745.97,8426.60,12405.48,12482.32,9835.67,9864.33,11073.65,12869.19,11180.95,9968.62,14624.97,11529.17,9283.31,11621.97,11613.32,11766.17,15290.32,11968.08,10786.27,15911.00,11000.75,13688.52,17284.36,15281.24,12948.00,19773.49,12591.71,18862.26,13060.27,13333.46,14674.98,16678.15,10675.31,15713.29,12216.60,12661.08,17212.15,18278.08,13673.80,19727.44,12892.84,15354.46,19908.46,13427.13,13793.19,15455.09,16357.37,20352.20,13406.51,18137.62,17572.34,17620.65,14224.55,17092.19,18735.17,16337.95,13846.87,15739.94,17855.76,19588.77,14461.22,21097.61,14911.74,23321.89,20604.67,16236.97,26095.04,22405.01,16197.09,24475.69,23148.55,22608.48,14535.47,19872.26,21691.22,19270.57,14951.85,21759.92,22140.98,23849.40,22313.73,19112.65,22072.54,23393.29,20006.66,22105.63,20418.98,28218.81,19057.28,24886.37,23361.96,22577.64,21121.07,24685.03,25913.00,17810.74,22936.33,25817.05,19112.14,25587.09,27669.65,23458.60,21511.68,26295.02,19049.44,23659.56,31768.01,28555.94,20480.81,21754.78,20364.68,17733.35,21146.61,14404.82,22682.32,19460.85,13887.08,15170.17,20832.18,15209.16,15003.19,19569.84,20026.34,17905.92,18354.84,15416.78,18904.81,17958.53,19677.84,23307.44,14478.40,22210.85,12771.01,19017.34,16970.43,21080.44,24407.46,16989.05,20744.49,26827.51,18506.15,19655.59,22643.12,19030.99,10681.08,22559.33,17278.59,15475.14,17992.64,15429.76,18843.09,19867.76,13536.95,19079.50,20787.51,14150.16,18259.70,17948.46,23410.61,21325.64,19279.20,17020.56,21727.52,18754.07,17039.40,27256.50,22267.43,16919.53,20834.32,20253.15,22589.56,20021.20,25386.30,17253.15,22989.17,19971.60,16621.40,19287.18,22545.44,19918.44,21430.38,22517.90,19397.67,18620.26,20567.79,20066.50,19957.24,20273.06,21072.51,18613.02,20834.47,22344.38,17481.61,20168.33,15467.08,25641.17,16843.52,18935.64,19238.41,24101.57,16591.25,18338.23,21956.53,18355.79,25428.85,16428.84,16751.54
36572.45,33193.70,38555.09,39457.52,40130.93,46638.63,46972.12,27802.87,44411.25,53294.46,48842.65,51087.67,42576.79,41481.43,55325.55,36499.38,57034.86,62797.49,51094.76,36313.96,52970.75,55763.33,59621.39,55126.09,63744.00,52556.73,121349.03,58750.85,60170.15,61384.25,72177.06,37024.54,61690.83,63808.96,78727.12,53056.35,80561.83,58682.33,56743.46,71475.36,67122.86,69760.14,91521.45,44335.82,74025.24,88159.70,76028.75,61185.84,93905.89,71235.95,72734.93,87439.21,66342.00,85539.62,99970.42,66232.41,74849.60,93906.51,81110.70,62879.94,106274.72,82866.42,91883.46,89405.11,70556.66,77471.36,86619.46,56662.51,81356.76,86779.64,79970.23,80683.54,77288.92,90555.98,75355.65,82244.26,78383.09,80726.81,82691.02,73646.83,105315.87,97083.93,100811.76,81445.26,85395.16,101025.56,87443.41,86572.36,92760.52,97277.79,96145.77,79349.25,101713.58,100539.38,96632.85,85245.55,92577.75,96924.06,98447.33,79681.24,81467.30,93760.53,111688.85,74747.20,94425.51,112049.34,92705.55,89335.66,95479.88,101357.77,100533.01,110861.27,91915.73,108213.82,99735.86,78923.38,122060.26,99262.42,91083.45,87193.95,92259.14,86810.53,117901.96,100975.83,90124.67,174102.86,148155.01,96500.46,111421.79,147509.70,142447.24,112388.77,102638.38,118678.32,110241.03,85906.72,126990.40,113163.12,115339.80,63898.03,90362.21,97983.15,110054.00,79895.03,98699.03,124175.98,133032.95,84922.90,114363.04,109692.60,137174.52,117681.88,77825.15,121064.47,123478.79,96512.82,126807.25,119807.11,124659.64,104903.85,100813.65,139126.51,148772.22,95135.33,90007.82,111531.32,103612.68,105244.34,78761.49,86966.51,75286.93,89368.50,83374.23,75613.71,83269.77,63097.16,80488.27,81231.93,75157.12,69118.87,81797.92,70690.69,69932.05,83034.00,71781.24,69234.53,88335.22,52376.94,73928.69,84728.37,63593.55,77013.22,85243.57,68832.17,89109.76,82998.27,67834.68,79037.98,94006.23,59199.08,84910.92,87908.94,74457.13,87974.49,66806.72,72581.48,77023.59,82069.72,66089.44,81105.29,92523.48,61138.46,79265.59,75059.01,99726.72,56552.77,72581.44,74294.39,77224.94,84412.22,71556.71,73806.40,86052.49,64969.13,89028.92,90724.83,75315.10,66786.38,60057.79,89763.31
67917.42,59602.79,54125.28,60376.35,57680.54,72645.37,67161.67,52100.62,52093.51,54062.61,62292.92,66883.46,61588.15,77048.29,56260.18,62308.04,81635.40,64945.35,72002.75,67681.23,61243.56,103954.42,90898.49,99818.86,98583.40,102133.45,122159.78,96361.76,100711.33,126034.37,130065.91,104459.57,83931.13,150151.76,126662.81,125084.96,134225.29,123365.28,104150.74,126707.77,89748.41,106580.91,188740.99,132938.73,115266.76,146343.04,135137.63,127469.57,190250.83,156418.12,135455.40,195534.39,149450.52,130375.60,133560.42,146233.21,131759.39,184729.10,159002.89,175470.70,141596.37,137144.33,168757.48,145716.49,124860.65,140856.22,182924.36,147074.45,138776.13,132658.38,184586.55,126128.53,174078.47,118285.88,172300.87,143864.53,147982.37,111067.48,141793.77,116092.91,105557.32,124881.52,197159.23,201278.95,136786.49,120576.63,127210.96,126981.94,158798.93,152209.23,93459.62,113253.16,91311.71,145433.78,159960.59,115456.84,167883.03,151713.32,189639.71,137230.63,133094.56,133980.19,154537.72,152457.56,154790.62,204306.82,165892.63,142749.92,147345.42,166343.97,135086.62,180846.21,144840.45,202607.28,181655.23,148576.62,181197.65,205292.33,134973.60,181023.93,176964.02,155983.00,147556.51,164798.35,147131.41,176000.25,254227.43,250220.92,338945.39,390033.78,279781.39,290783.92,488965.69,498616.74,332424.92,315295.15,235596.66,350462.76,397350.59,278550.76,285195.31,375268.32,278097.47,190029.22,190047.08,231905.69,225466.65,191489.45,236025.69,203505.33,205735.60,234621.28,201311.71,244832.42,210886.23,260360.77,348175.13,267426.92,352210.78,400929.34,305183.35,398844.96,287517.89,283227.02,399804.46,466826.70,471816.59,268747.23,428181.28,478864.54,418711.16,371615.07,389408.69,446228.80,480371.06,359860.83,421943.29,501682.11,348652.33,244877.02,243648.01,264144.93,239483.35,265332.88,234999.94,319894.33,357491.23,312250.86,375959.90,405336.79,254385.69,384880.47,376152.40,303348.93,220621.58,207511.39,163616.86,186574.52,184499.28,141846.67,258721.55,214282.26,200662.31,243013.96,121176.33,212756.95,185410.58,207399.10,221912.41,238218.86,199755.11,167183.27,224294.90,187588.53,184715.23,259644.02,174855.55,188828.48,217370.63,164313.70,209569.25,255577.19,262154.20,197754.09,237302.77,263060.89,238852.00,128945.91,182947.29,150600.53
